Stn_Name,Lat,Long,Prov,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,Clim_ID,time
ROLLING HILLS AGCM,50.265,-111.701,AB,3.6,6,NA,19.1,5,-12.3,1,,,NA,0.4,6,NA,,0,,,NA,361.0,0.0,3035530,1456815600.0
ROSEMARY AGDM,50.833,-112.050,AB,2.6,3,NA,19.1,2,-12.5,1,,,NA,3.5,7,NA,,1,,,NA,431.2,0.0,3035650,1456815600.0
SEVEN PERSONS AGDM,49.917,-110.917,AB,4.0,0,NA,20.2,0,-10.4,0,,,NA,6.7,1,NA,,4,,,NA,433.1,0.0,3035845,1456815600.0
STANDARD AGCM,51.228,-112.982,AB,3.3,3,NA,17.4,1,-7.9,2,,,NA,8.8,4,NA,,3,,,NA,412.5,0.0,3036086,1456815600.0
STAVELY AAFC,50.183,-113.883,AB,3.6,0,NA,15.2,0,-8.2,0,,,NA,23.1,0,NA,,6,,,NA,447.7,0.0,3036099,1456815600.0
STRATHMORE AGDM,51.033,-113.283,AB,3.0,0,NA,16.8,0,-8.2,0,,,NA,4.0,4,NA,,1,,,NA,464.8,0.0,3036205,1456815600.0
TABER,49.792,-112.124,AB,3.2,18,NA,18.5,13,-10.5,13,0.0,13,NA,5.0,13,NA,0.0,3,,,NA,192.9,0.0,3036360,1456815600.0
TRAVERS AGCM,50.304,-112.863,AB,4.1,7,NA,16.6,4,-10.8,3,,,NA,6.6,8,NA,,2,,,NA,334.6,0.0,3036500,1456815600.0
VAUXHALL CDA CS,50.050,-112.133,AB,3.9,0,NA,18.7,0,-9.7,0,,,NA,1.4,0,NA,,0,,,NA,436.5,0.0,3036682,1456815600.0
WILDCAT HILLS,51.269,-114.721,AB,1.7,0,NA,15.5,0,-14.5,0,6.2,0,NA,8.0,0,NA,0.0,5,,,NA,506.8,0.0,3037550,1456815600.0
WRENTHAM AGDM,49.500,-112.117,AB,4.1,6,NA,17.8,4,-9.5,4,,,NA,5.8,10,NA,,2,,,NA,346.9,0.0,3037675,1456815600.0
OKOTOKS,50.729,-113.961,AB,3.5,0,4.9,17.0,0,-11.5,0,3.2,0,12.0,10.8,0,38.0,0.0,3,,,NA,448.3,0.0,303M9JM,1456815600.0
PICTURE BUTTE WEST,49.871,-112.788,AB,4.3,11,NA,19.0,10,-10.5,11,1.4,10,NA,18.4,10,NA,0.0,3,,,NA,274.6,0.0,303N1G3,1456815600.0
DEL BONITA AGDM,49.050,-112.817,AB,2.4,1,NA,18.8,0,-10.9,1,,,NA,19.0,1,NA,,5,,,NA,467.4,0.0,3042045,1456815600.0
MANYBERRIES AGCM,49.364,-110.678,AB,2.9,6,NA,17.7,4,-15.5,3,,,NA,15.7,6,NA,,5,,,NA,378.1,0.0,3044203,1456815600.0
MASINASIN AGDM,49.137,-111.652,AB,4.1,1,NA,19.8,0,-12.1,1,,,NA,10.7,2,NA,,3,,,NA,418.2,0.0,3044232,1456815600.0
MILK RIVER,49.133,-112.050,AB,3.3,0,NA,20.3,0,-10.0,0,,,NA,12.6,0,NA,,4,,,NA,456.3,0.0,3044533,1456815600.0
ONEFOUR CDA,49.117,-110.467,AB,3.3,0,NA,20.5,0,-13.4,0,,,NA,8.4,0,NA,1.0,2,,,NA,454.2,0.0,3044923,1456815600.0
PAKOWKI LAKE AGCM,49.225,-111.126,AB,3.6,3,NA,19.1,0,-11.6,3,,,NA,13.7,3,NA,,5,,,NA,402.0,0.0,3045000,1456815600.0
BANFF CS,51.193,-115.552,AB,1.6,1,NA,14.3,1,-12.1,0,,,NA,7.7,1,NA,0.0,2,,,NA,490.9,0.0,3050519,1456815600.0
BEAVER MINES,49.468,-114.175,AB,2.9,1,NA,14.9,1,-9.4,1,,,NA,33.2,1,NA,2.0,9,,,NA,453.0,0.0,3050602,1456815600.0
BOW VALLEY,51.083,-115.067,AB,3.0,0,NA,14.6,0,-14.7,0,,,NA,4.3,1,NA,,1,,,NA,466.4,0.0,3050778,1456815600.0
CROWSNEST,49.628,-114.482,AB,2.1,0,NA,15.0,0,-11.3,0,,,NA,0.8,28,NA,,0,,,NA,493.7,0.0,3051R4R,1456815600.0
JASPER WARDEN,52.926,-118.030,AB,2.7,0,NA,18.7,0,-11.2,0,,,NA,16.5,0,NA,,5,,,NA,474.8,0.0,3053536,1456815600.0
KANANASKIS,51.028,-115.035,AB,2.9,0,4.5,18.5,0,-15.0,0,5.4,0,13.0,9.8,0,24.0,0.0,4,,,NA,467.6,0.0,3053600,1456815600.0
KANANASKIS POCATERRA,50.713,-115.120,AB,0.4,27,4.3,10.0,21,-16.0,21,0.0,21,NA,0.0,21,NA,,0,,,NA,70.5,0.0,3053604,1456815600.0
NORDEGG CS,52.492,-116.040,AB,1.3,0,NA,15.1,0,-18.6,0,,,NA,21.6,0,NA,2.0,10,,,NA,517.3,0.0,3054843,1456815600.0
PEKISKO,50.368,-114.416,AB,1.5,1,NA,14.3,0,-13.2,1,,,NA,17.8,1,NA,2.0,5,,,NA,494.8,0.0,3055119,1456815600.0
WATERTON PARK GATE,49.131,-113.809,AB,3.4,0,NA,16.0,0,-9.8,0,,,NA,61.0,0,NA,,7,,,NA,452.4,0.0,3056214,1456815600.0
NAKISKA RIDGETOP,50.943,-115.190,AB,-4.6,5,NA,5.0,5,-14.2,3,,,NA,,,NA,,,,,NA,588.4,0.0,305MGFF,1456815600.0
ATHABASCA AGCM,54.635,-113.382,AB,0.2,0,NA,12.2,0,-11.0,0,,,NA,27.5,0,NA,,9,,,NA,551.6,0.0,3060330,1456815600.0
ATMORE AGDM,54.782,-112.825,AB,-1.1,7,NA,10.2,4,-13.3,4,,,NA,20.8,7,NA,16.0,7,,,NA,458.1,0.0,3060406,1456815600.0
BARRHEAD CS,54.095,-114.448,AB,0.1,0,NA,12.6,0,-12.6,0,,,NA,22.2,0,NA,,7,,,NA,556.0,0.0,3060535,1456815600.0
BRULE BLACK CAT,53.350,-117.867,AB,-1.3,30,1.3,5.0,30,-7.5,29,3.4,30,NA,3.4,30,NA,,1,,,NA,19.3,0.0,3060903,1456815600.0
CAMPSIE AUTO,54.131,-114.678,AB,-0.2,0,NA,13.5,0,-15.4,0,,,NA,18.4,0,NA,,5,,,NA,564.4,0.0,3061201,1456815600.0
DAPP AGDM,54.317,-113.950,AB,-2.0,6,NA,9.7,5,-16.9,1,,,NA,19.7,5,NA,,6,,,NA,499.9,0.0,3061975,1456815600.0
EDSON,53.579,-116.465,AB,0.7,1,NA,15.8,1,-15.3,1,,,NA,23.7,1,NA,,9,,,NA,517.6,0.0,3062239,1456815600.0
EDSON CLIMATE,53.580,-116.453,AB,0.9,0,NA,16.4,0,-16.9,0,,,NA,26.5,0,NA,0.0,5,,,NA,530.3,0.0,3062246,1456815600.0
ENTWISTLE,53.600,-114.983,AB,2.3,4,5.1,14.0,4,-13.0,4,9.0,4,NA,11.8,4,NA,0.0,5,,,NA,423.0,0.0,3062451,1456815600.0
EVANSBURG2 AGCM,53.614,-115.062,AB,0.6,0,NA,12.6,0,-17.7,0,,,NA,20.1,0,NA,,5,,,NA,540.0,0.0,3062476,1456815600.0
FORT ASSINIBOINE AGCM,54.410,-114.769,AB,0.5,9,NA,13.0,7,-11.9,7,,,NA,28.8,9,NA,,8,,,NA,384.1,0.0,3062660,1456815600.0
FORT MCMURRAY CS,56.651,-111.213,AB,-3.5,0,NA,12.1,0,-20.8,0,,,NA,22.0,0,NA,,7,,,NA,668.0,0.0,3062696,1456815600.0
FORT MCMURRAY A,56.653,-111.223,AB,-3.3,1,NA,12.0,1,-20.5,1,,,NA,10.2,1,NA,,5,,,NA,640.1,0.0,3062697,1456815600.0
HENDRICKSON CREEK,53.795,-118.447,AB,-1.8,5,NA,13.6,4,-22.3,4,,,NA,23.4,5,NA,56.0,8,,,NA,515.8,0.0,3063135,1456815600.0
HIGH PRAIRIE AGDM,55.396,-116.479,AB,-0.9,0,NA,12.3,0,-15.3,0,,,NA,15.9,0,NA,,7,,,NA,585.2,0.0,3063165,1456815600.0
ISLAND LAKE SOUTH,54.821,-113.543,AB,-0.8,0,NA,11.0,0,-13.0,0,,,NA,28.6,0,NA,0.0,9,,,NA,582.0,0.0,3063600,1456815600.0
LAC LA BICHE CLIMATE,54.769,-112.024,AB,-0.9,0,NA,11.6,0,-14.6,0,,,NA,28.7,0,NA,0.0,9,,,NA,585.3,0.0,3063686,1456815600.0
MILDRED LAKE,57.041,-111.559,AB,-3.6,0,NA,12.5,0,-16.8,0,,,NA,24.8,0,NA,,8,,,NA,669.7,0.0,3064528,1456815600.0
RICH LAKE AGDM,54.500,-111.700,AB,-2.7,0,NA,9.1,0,-16.5,0,,,NA,25.1,0,NA,,7,,,NA,641.8,0.0,3065475,1456815600.0
SLAVE LAKE,55.293,-114.777,AB,-0.5,1,NA,11.3,1,-14.3,1,,,NA,19.8,1,NA,,8,,,NA,555.8,0.0,3065995,1456815600.0
SLAVE LAKE RCS,55.293,-114.777,AB,-0.7,0,NA,11.1,0,-15.1,0,,,NA,24.4,0,NA,1.0,7,,,NA,578.9,0.0,3065997,1456815600.0
TAWATINAW AGCM,54.300,-113.520,AB,-0.7,4,NA,11.3,1,-11.3,3,,,NA,25.8,5,NA,,7,,,NA,505.5,0.0,3066367,1456815600.0
WHITECOURT,54.140,-115.784,AB,2.5,6,NA,13.5,6,-8.6,6,,,NA,,,NA,,,,,NA,388.1,0.0,3067371,1456815600.0
WHITECOURT A,54.144,-115.787,AB,0.7,0,NA,12.4,0,-16.0,0,,,NA,,,NA,,,,,NA,536.3,0.0,3067373,1456815600.0
WILLOW CREEK 1,53.386,-118.348,AB,-0.5,1,NA,15.5,0,-17.5,1,,,NA,13.8,1,NA,27.0,4,,,NA,555.4,0.0,306GE70,1456815600.0
BEAVERLODGE RCS,55.197,-119.396,AB,-0.4,0,NA,15.2,0,-14.9,0,,,NA,40.9,0,NA,,7,,,NA,571.5,0.0,3070600,1456815600.0
BROWNVALE AGCM,56.118,-117.886,AB,-2.1,8,NA,13.0,4,-17.9,5,,,NA,17.8,10,NA,,3,,,NA,461.9,0.0,3070800,1456815600.0
EAGLESHAM AGCM,55.808,-117.887,AB,-1.3,0,NA,14.2,0,-16.3,0,,,NA,19.2,0,NA,,6,,,NA,597.3,0.0,3072151,1456815600.0
EGG ISLAND,58.981,-110.439,AB,-11.4,15,NA,1.2,11,-28.0,12,,,NA,,,NA,,,,,NA,471.1,0.0,3072246,1456815600.0
FAIRVIEW AGDM,56.081,-118.439,AB,-1.9,3,NA,11.4,1,-16.1,3,,,NA,17.1,4,NA,,8,,,NA,557.5,0.0,3072525,1456815600.0
FORT CHIPEWYAN,58.767,-111.117,AB,-8.9,0,NA,9.3,0,-28.3,0,,,NA,0.0,0,NA,,0,,,NA,833.2,0.0,3072655,1456815600.0
FORT CHIPEWYAN RCS,58.767,-111.117,AB,-9.1,0,NA,8.7,0,-28.4,0,,,NA,,,NA,23.0,,,,NA,839.9,0.0,3072659,1456815600.0
FORT VERMILION,58.382,-116.040,AB,-5.6,0,NA,10.4,0,-23.8,0,,,NA,14.9,0,NA,36.0,4,,,NA,732.4,0.0,3072723,1456815600.0
GRANDE PRAIRIE A,55.180,-118.885,AB,-1.4,0,NA,12.3,0,-16.3,0,36.8,1,NA,32.8,1,NA,12.0,9,,,NA,602.5,0.0,3072921,1456815600.0
HAWK HILLS AGCM,57.265,-117.298,AB,-4.6,0,NA,13.2,0,-19.0,0,,,NA,15.0,0,NA,,5,,,NA,702.0,0.0,3073071,1456815600.0
HIGH LEVEL,58.622,-117.165,AB,-5.6,0,NA,11.6,0,-23.7,0,,,NA,16.1,0,NA,,2,,,NA,732.7,0.0,3073140,1456815600.0
HIGH LEVEL A,58.621,-117.165,AB,-6.0,2,3.4,12.0,2,-24.1,2,32.8,2,NA,19.0,2,NA,41.0,6,,,NA,697.3,0.0,3073146,1456815600.0
JEAN COTE AGCM,55.913,-117.120,AB,-1.0,0,NA,11.7,0,-11.7,0,,,NA,18.7,0,NA,,7,,,NA,587.5,0.0,3073535,1456815600.0
LA CRETE AGCM,58.172,-116.343,AB,-5.9,0,NA,11.2,0,-21.4,0,,,NA,14.3,0,NA,,4,,,NA,742.2,0.0,3073730,1456815600.0
LA GLACE AGCM,55.422,-119.255,AB,-1.2,0,NA,14.5,0,-15.9,0,,,NA,25.6,0,NA,,7,,,NA,594.0,0.0,3073740,1456815600.0
MANNING,56.951,-117.644,AB,-3.6,25,3.8,12.0,25,-13.0,25,18.0,25,NA,18.0,25,NA,,4,,,NA,129.7,0.0,3074182,1456815600.0
MANNING AGDM,56.974,-117.451,AB,-3.3,10,NA,11.0,9,-18.9,4,,,NA,,,NA,,,,,NA,447.5,0.0,3074190,1456815600.0
CLEARDALE AGDM,56.314,-119.745,AB,-1.1,6,NA,15.7,2,-17.6,5,,,NA,20.0,6,NA,,7,,,NA,477.9,0.0,3074935,1456815600.0
PEACE RIVER A,56.227,-117.448,AB,-2.3,0,NA,13.8,0,-18.4,0,21.2,0,NA,20.6,0,NA,5.0,7,,,NA,628.1,0.0,3075041,1456815600.0
PEORIA AGDM,55.621,-118.293,AB,-1.3,4,NA,15.5,1,-14.4,3,,,NA,25.8,4,NA,,7,,,NA,522.3,0.0,3075160,1456815600.0
RED EARTH,56.552,-115.278,AB,-1.8,1,NA,12.4,1,-15.8,1,,,NA,36.8,1,NA,10.0,13,,,NA,595.0,0.0,3075488,1456815600.0
RYCROFT AGCM,55.777,-118.668,AB,-1.2,6,NA,15.4,4,-16.4,2,,,NA,14.0,6,NA,,5,,,NA,480.4,0.0,3075601,1456815600.0
SAVANNA AGCM,56.076,-119.345,AB,-1.6,5,NA,12.9,3,-14.3,2,,,NA,21.5,6,NA,,8,,,NA,509.1,0.0,3075770,1456815600.0
SIMONETTE,54.425,-117.741,AB,1.5,13,4.7,17.0,7,-10.0,8,20.0,7,NA,20.0,7,NA,0.0,5,,,NA,296.5,0.0,3075937,1456815600.0
SPIRIT RIVER AUTO STATION,55.695,-119.230,AB,-0.3,3,NA,15.2,1,-13.1,2,,,NA,44.2,3,NA,30.0,11,,,NA,511.2,0.0,3076069,1456815600.0
TEEPEE CREEK AGCM,55.352,-118.408,AB,-1.6,7,NA,15.3,6,-14.7,3,,,NA,14.0,7,NA,,4,,,NA,469.6,0.0,3076366,1456815600.0
VALLEYVIEW AGDM,55.098,-117.199,AB,0.3,13,NA,16.2,9,-7.8,5,,,NA,17.9,13,NA,,6,,,NA,318.2,0.0,3076680,1456815600.0
GARDEN RIVER,58.711,-113.866,AB,-6.0,0,NA,14.7,0,-24.5,0,,,NA,,,NA,,,,,NA,744.4,0.0,307KPFP,1456815600.0
COLD LAKE A,54.417,-110.283,AB,-1.6,0,3.2,11.6,0,-14.9,0,21.6,0,122.0,18.0,0,103.0,0.0,6,,,NA,607.9,0.0,3081680,1456815600.0
DUPRE AGCM,54.367,-110.868,AB,-2.5,0,NA,10.1,0,-18.1,0,,,NA,17.5,0,NA,,5,,,NA,634.5,0.0,3081690,1456815600.0
ABEE AGDM,54.283,-112.967,AB,5.8,6,NA,24.1,4,-8.5,2,,,NA,26.9,5,NA,,8,,,NA,292.9,0.0,3010010,1459490400.0
ALBERT HALL AGCM,53.113,-111.181,AB,6.3,0,NA,25.9,0,-7.2,0,,,NA,26.5,0,NA,,5,,,NA,351.4,0.0,3010060,1459490400.0
ALLIANCE AGCM,52.315,-111.779,AB,7.2,0,NA,27.4,0,-9.0,0,,,NA,26.4,1,NA,,4,,,NA,324.3,0.0,3010162,1459490400.0
ANDREW,54.017,-112.233,AB,7.2,7,2.5,25.0,7,-6.0,7,3.8,7,NA,16.8,7,NA,,4,,,NA,249.2,0.0,3010234,1459490400.0
ANDREW AGDM,53.917,-112.279,AB,6.3,4,NA,24.1,4,-6.5,1,,,NA,20.9,4,NA,,5,,,NA,303.0,0.0,3010237,1459490400.0
BELLSHILL AGCM,52.582,-111.465,AB,7.3,4,NA,27.2,4,-7.0,0,,,NA,19.8,5,NA,,2,,,NA,277.7,0.0,3010650,1459490400.0
BODO AGDM,52.124,-110.101,AB,7.4,7,NA,26.7,6,-7.6,2,,,NA,4.3,8,NA,,1,,,NA,243.4,0.0,3010730,1459490400.0
BRETON PLOTS,53.089,-114.441,AB,7.8,0,NA,24.6,0,-6.9,0,,,NA,3.7,0,NA,,1,,,NA,307.4,0.0,3010816,1459490400.0
BUSBY AGCM,53.931,-113.922,AB,7.3,0,NA,25.3,0,-5.6,0,,,NA,12.6,0,NA,,3,,,NA,320.4,0.0,3010979,1459490400.0
CADOGAN AGCM,52.334,-110.510,AB,6.9,3,NA,27.3,1,-8.2,2,,,NA,20.1,1,NA,,5,,,NA,300.1,0.0,3010992,1459490400.0
CAMROSE,53.050,-112.817,AB,7.0,0,2.5,25.0,0,-9.0,0,,,NA,7.4,0,26.0,,3,,,NA,331.0,0.0,3011240,1459490400.0
CAMROSE 2,52.950,-112.800,AB,8.6,15,NA,27.0,8,-7.0,9,0.0,6,NA,1.8,6,NA,0.0,1,,,NA,141.0,0.0,3011241,1459490400.0
CARNWOOD,53.234,-114.654,AB,7.8,0,NA,25.5,0,-8.5,0,0.0,0,NA,6.0,0,NA,0.0,4,,,NA,304.6,0.0,3011350,1459490400.0
CONSORT AGDM,51.937,-110.713,AB,6.3,3,NA,21.3,3,-8.7,0,,,NA,26.5,5,NA,,3,,,NA,314.7,0.0,3011815,1459490400.0
CORONATION CLIMATE,52.074,-111.449,AB,6.3,0,NA,25.5,0,-8.1,0,,,NA,36.3,0,NA,,4,,,NA,351.9,0.0,3011887,1459490400.0
CRESTOMERE AGCM,52.733,-113.903,AB,9.1,14,NA,25.2,12,-5.9,10,,,NA,0.5,14,NA,,0,,,NA,143.0,0.0,3011892,1459490400.0
DELBURNE AGCM,52.183,-113.176,AB,7.9,0,NA,26.8,0,-6.3,0,,,NA,17.7,1,NA,,2,,,NA,304.2,0.0,3012050,1459490400.0
DEWBERRY AGCM,53.659,-110.588,AB,5.7,3,NA,26.0,3,-7.2,0,,,NA,16.6,3,NA,,4,,,NA,333.3,0.0,3012073,1459490400.0
DONALDA SOUTH,52.517,-112.351,AB,7.5,0,NA,28.5,0,-10.0,0,4.1,0,NA,20.3,0,NA,0.0,4,,,NA,314.2,0.0,3012095,1459490400.0
EDGERTON AGCM,52.778,-110.433,AB,6.0,11,NA,22.4,9,-8.3,4,,,NA,16.5,13,NA,,4,,,NA,227.7,0.0,3012192,1459490400.0
EDMONTON INTERNATIONAL CS,53.307,-113.606,AB,7.2,0,NA,26.0,0,-10.6,0,,,NA,0.9,25,NA,,0,,,NA,324.4,0.0,3012206,1459490400.0
EDMONTON BLATCHFORD,53.573,-113.517,AB,8.8,0,NA,26.2,0,-3.7,0,,,NA,9.9,0,NA,,3,,,NA,275.4,0.0,3012209,1459490400.0
EDMONTON NAMAO AWOS A,53.667,-113.467,AB,7.6,0,NA,25.7,0,-7.1,0,,,NA,15.0,0,NA,,3,,,NA,312.4,0.0,3012212,1459490400.0
EDMONTON INTL A,53.310,-113.579,AB,7.3,0,NA,26.3,0,-10.4,0,4.8,1,NA,8.8,1,NA,,2,,,NA,322.5,0.0,3012216,1459490400.0
EDMONTON VILLENEUVE A,53.668,-113.856,AB,7.7,1,NA,25.9,1,-8.3,1,,,NA,1.6,1,NA,,0,,,NA,300.0,0.0,3012229,1459490400.0
EDMONTON STONY PLAIN,53.548,-114.108,AB,8.4,0,3.5,25.5,0,-4.6,0,2.0,0,15.0,6.2,0,22.0,0.0,3,,,NA,286.6,0.0,301222F,1459490400.0
ELK ISLAND NAT PARK,53.683,-112.868,AB,7.2,0,3.0,24.7,0,-4.8,0,,,NA,14.0,0,53.0,,7,,,NA,324.4,0.0,3012275,1459490400.0
FABYAN,52.967,-111.000,AB,5.8,0,1.8,25.5,0,-8.5,0,3.0,0,30.0,29.2,0,108.0,0.0,5,,,NA,365.2,0.0,3012515,1459490400.0
FERINTOSH AGCM,52.744,-112.858,AB,7.1,3,NA,23.8,2,-6.6,1,,,NA,9.9,3,NA,,3,,,NA,294.4,0.0,3012590,1459490400.0
FORESTBURG PLANT SITE,52.467,-112.120,AB,8.2,0,2.4,27.0,0,-6.0,0,1.2,0,20.0,19.2,0,70.0,0.0,5,,,NA,294.0,0.0,3012652,1459490400.0
FORESTBURG AGCM,52.548,-112.123,AB,7.2,0,NA,27.3,0,-9.2,0,,,NA,16.5,1,NA,,6,,,NA,324.3,0.0,3012653,1459490400.0
FORT SASKATCHEWAN,53.717,-113.183,AB,7.5,20,2.6,24.0,20,-5.0,20,0.0,21,NA,4.8,21,NA,,1,,,NA,104.7,0.0,3012710,1459490400.0
GILT EDGE NORTH AGCM,53.071,-110.621,AB,7.2,10,NA,25.2,8,-6.6,3,,,NA,16.8,11,NA,,4,,,NA,216.9,0.0,3012790,1459490400.0
GLENEVIS AGCM,53.833,-114.539,AB,8.4,3,NA,25.4,2,-5.0,1,,,NA,,,NA,,,,,NA,258.9,0.0,3012818,1459490400.0
HALKIRK AGCM,52.116,-112.164,AB,6.8,0,NA,26.7,0,-7.7,0,,,NA,19.3,14,NA,,4,,,NA,335.3,0.0,3012999,1459490400.0
HEMARUKA AGCM,51.780,-111.212,AB,6.9,1,NA,25.9,1,-7.7,0,,,NA,36.2,1,NA,,5,,,NA,320.9,0.0,3013140,1459490400.0
HOLDEN AGDM,53.185,-112.246,AB,7.0,5,NA,24.7,3,-7.2,3,,,NA,7.4,8,NA,,2,,,NA,274.5,0.0,3013340,1459490400.0
HUGHENDEN AGCM,52.578,-110.784,AB,6.9,4,NA,26.7,2,-3.9,3,,,NA,32.4,7,NA,,3,,,NA,288.1,0.0,3013362,1459490400.0
KILLAM AGDM,52.848,-111.872,AB,7.0,6,NA,26.7,6,-7.2,1,,,NA,35.5,6,NA,,12,,,NA,265.1,0.0,3013640,1459490400.0
KESSLER AGCM,52.290,-111.113,AB,8.0,12,NA,27.1,6,-6.8,9,,,NA,19.9,12,NA,,3,,,NA,179.8,0.0,3013644,1459490400.0
KITSCOTY AGCM,53.353,-110.416,AB,6.3,4,NA,25.4,3,-6.5,2,,,NA,13.8,5,NA,,4,,,NA,305.5,0.0,3013660,1459490400.0
LEGAL AGCM,54.003,-113.474,AB,6.5,6,NA,25.3,4,-5.9,2,,,NA,6.3,6,NA,,3,,,NA,275.7,0.0,3013790,1459490400.0
LINDBERGH AGDM,53.943,-110.579,AB,4.8,4,NA,24.7,1,-6.5,3,,,NA,16.3,5,NA,,5,,,NA,344.4,0.0,3013921,1459490400.0
LLOYDMINSTER,53.309,-110.073,AB,5.5,1,NA,25.7,1,-7.3,1,,,NA,0.0,7,NA,,0,,,NA,361.5,0.0,3013959,1459490400.0
LLOYDMINSTER A,53.309,-110.073,AB,6.1,4,2.2,26.0,4,-7.5,4,2.0,4,NA,9.4,4,NA,0.0,3,,,NA,308.6,0.0,3013961,1459490400.0
HOLDEN SOUTH,53.083,-112.267,AB,,,NA,,,,,4.8,3,NA,14.2,3,NA,0.0,6,,,NA,,,3013C44,1459490400.0
MANNVILLE AGCM,53.456,-111.255,AB,6.2,0,NA,25.6,0,-6.7,0,,,NA,27.3,0,NA,,6,,,NA,354.1,0.0,3014195,1459490400.0
MONITOR,52.017,-110.550,AB,,,NA,,,,,18.4,0,273.0,27.2,0,119.0,0.0,4,,,NA,,,3014600,1459490400.0
MUNDARE AGDM,53.567,-112.300,AB,7.3,8,NA,25.6,6,-6.7,3,,,NA,9.1,8,NA,,3,,,NA,235.1,0.0,3014665,1459490400.0
MYRNAM AGCM,53.720,-111.114,AB,5.4,2,NA,24.2,2,-6.6,1,,,NA,29.2,3,NA,,6,,,NA,351.7,0.0,3014690,1459490400.0
NEW SEREPTA AGCM,53.262,-113.165,AB,7.2,2,NA,24.6,2,-7.2,0,,,NA,10.3,2,NA,,3,,,NA,301.2,0.0,3014795,1459490400.0
OLIVER AGDM,53.650,-113.350,AB,7.5,7,NA,24.9,6,-7.8,2,,,NA,,,NA,,,,,NA,242.4,0.0,3014921,1459490400.0
RADWAY AGCM,53.995,-112.879,AB,6.8,0,NA,26.2,0,-7.3,0,,,NA,,,NA,,,,,NA,336.1,0.0,3015346,1459490400.0
RANFURLY AUTO,53.425,-111.726,AB,6.7,0,NA,25.4,0,-6.2,0,,,NA,24.8,0,NA,,5,,,NA,338.0,0.0,3015401,1459490400.0
RIBSTONE SOUTH AGCM,52.587,-110.343,AB,6.0,16,NA,27.1,10,-7.6,14,,,NA,15.5,18,NA,,4,,,NA,168.3,0.0,3015480,1459490400.0
RIVERCOURSE AGCM,53.019,-110.102,AB,5.9,2,NA,25.8,1,-7.8,1,,,NA,9.6,2,NA,,3,,,NA,339.2,0.0,3015501,1459490400.0
ROCKY MTN HOUSE (AUT),52.421,-114.912,AB,6.7,4,NA,23.4,4,-6.9,4,,,NA,7.1,4,NA,,2,,,NA,292.6,0.0,3015523,1459490400.0
ROSALIND AGCM,52.780,-112.428,AB,7.0,0,NA,26.5,0,-8.1,0,,,NA,13.2,1,NA,,5,,,NA,329.3,0.0,3015600,1459490400.0
ST. LINA AGCM,54.282,-111.453,AB,5.1,10,NA,24.7,3,-6.2,9,,,NA,11.8,10,NA,,3,,,NA,257.2,0.0,3015673,1459490400.0
ST. PAUL AGCM,54.011,-111.272,AB,7.1,28,NA,16.9,26,-1.1,25,,,NA,0.0,28,NA,,0,,,NA,21.8,0.0,3015676,1459490400.0
SEDALIA AGCM,51.590,-110.755,AB,7.8,3,NA,29.0,1,-8.0,2,,,NA,32.1,5,NA,,4,,,NA,274.7,0.0,3015797,1459490400.0
SEDGEWICK TOWN,52.783,-111.700,AB,7.0,0,2.5,27.0,0,-7.0,0,0.0,0,0.0,31.0,0,149.0,0.0,4,,,NA,331.0,0.0,3015808,1459490400.0
SHONTS AGCM,53.333,-112.539,AB,7.1,4,NA,25.6,3,-7.4,1,,,NA,13.8,4,NA,,5,,,NA,284.4,0.0,3015900,1459490400.0
SMOKY LAKE AGDM,54.278,-112.499,AB,6.2,0,NA,24.0,0,-6.4,0,,,NA,32.7,2,NA,,6,,,NA,355.4,0.0,3016022,1459490400.0
SPONDIN AGCM,51.816,-111.683,AB,6.0,8,NA,26.3,8,-8.3,1,,,NA,20.3,8,NA,,4,,,NA,263.7,0.0,3016070,1459490400.0
STETTLER AGDM,52.347,-112.596,AB,7.5,1,NA,27.0,0,-7.3,1,,,NA,11.3,2,NA,,3,,,NA,304.3,0.0,3016124,1459490400.0
THORSBY AGCM,53.217,-113.895,AB,7.6,5,NA,25.8,3,-5.3,2,,,NA,7.0,6,NA,,3,,,NA,259.5,0.0,3016441,1459490400.0
TOMAHAWK AGDM,53.439,-114.718,AB,8.4,4,NA,25.7,4,-5.3,1,,,NA,14.7,5,NA,,5,,,NA,250.7,0.0,3016505,1459490400.0
TULLIBY LAKE AGCM,53.664,-110.081,AB,6.1,10,NA,26.0,10,-7.5,4,,,NA,10.6,10,NA,,4,,,NA,238.3,0.0,3016593,1459490400.0
UNCAS,53.500,-113.033,AB,,,NA,,,,,4.0,0,NA,14.6,0,NA,0.0,4,,,NA,,,3016650,1459490400.0
TWO HILLS AGDM,53.625,-111.678,AB,6.5,2,NA,24.7,1,-5.7,1,,,NA,20.7,2,NA,,5,,,NA,323.0,0.0,3016655,1459490400.0
VERMILION AGDM,53.344,-110.882,AB,6.2,5,NA,25.7,2,-6.7,4,,,NA,17.7,6,NA,,5,,,NA,295.9,0.0,3016802,1459490400.0
VIKING AGCM,53.182,-111.732,AB,6.9,1,NA,25.9,1,-6.2,0,,,NA,21.4,1,NA,,7,,,NA,323.0,0.0,3016841,1459490400.0
